U+0370	Ͱ	205 176
U+0371	ͱ	205 177
U+0372	Ͳ	205 178
U+0373	ͳ	205 179
U+0374	ʹ	205 180
U+0375	͵	205 181
U+0376	Ͷ	205 182
U+0377	ͷ	205 183
U+0378	͸	205 184
U+0379	͹	205 185
U+037A	ͺ	205 186
U+037B	ͻ	205 187
U+037C	ͼ	205 188
U+037D	ͽ	205 189
U+037E	;	205 190
U+037F	Ϳ	205 191
U+0380	΀	206 128
U+0381	΁	206 129
U+0382	΂	206 130
U+0383	΃	206 131
U+0384	΄	206 132
U+0385	΅	206 133
U+0386	Ά	206 134
U+0387	·	206 135
U+0388	Έ	206 136
U+0389	Ή	206 137
U+038A	Ί	206 138
U+038B	΋	206 139
U+038C	Ό	206 140
U+038D	΍	206 141
U+038E	Ύ	206 142
U+038F	Ώ	206 143
U+0390	ΐ	206 144
U+0391	Α	206 145
U+0392	Β	206 146
U+0393	Γ	206 147
U+0394	Δ	206 148
U+0395	Ε	206 149
U+0396	Ζ	206 150
U+0397	Η	206 151
U+0398	Θ	206 152
U+0399	Ι	206 153
U+039A	Κ	206 154
U+039B	Λ	206 155
U+039C	Μ	206 156
U+039D	Ν	206 157
U+039E	Ξ	206 158
U+039F	Ο	206 159
U+03A0	Π	206 160
U+03A1	Ρ	206 161
U+03A2	΢	206 162
U+03A3	Σ	206 163
U+03A4	Τ	206 164
U+03A5	Υ	206 165
U+03A6	Φ	206 166
U+03A7	Χ	206 167
U+03A8	Ψ	206 168
U+03A9	Ω	206 169
U+03AA	Ϊ	206 170
U+03AB	Ϋ	206 171
U+03AC	ά	206 172
U+03AD	έ	206 173
U+03AE	ή	206 174
U+03AF	ί	206 175
U+03B0	ΰ	206 176
U+03B1	α	206 177
U+03B2	β	206 178
U+03B3	γ	206 179
U+03B4	δ	206 180
U+03B5	ε	206 181
U+03B6	ζ	206 182
U+03B7	η	206 183
U+03B8	θ	206 184
U+03B9	ι	206 185
U+03BA	κ	206 186
U+03BB	λ	206 187
U+03BC	μ	206 188
U+03BD	ν	206 189
U+03BE	ξ	206 190
U+03BF	ο	206 191
U+03C0	π	207 128
U+03C1	ρ	207 129
U+03C2	ς	207 130
U+03C3	σ	207 131
U+03C4	τ	207 132
U+03C5	υ	207 133
U+03C6	φ	207 134
U+03C7	χ	207 135
U+03C8	ψ	207 136
U+03C9	ω	207 137
U+03CA	ϊ	207 138
U+03CB	ϋ	207 139
U+03CC	ό	207 140
U+03CD	ύ	207 141
U+03CE	ώ	207 142
U+03CF	Ϗ	207 143
U+03D0	ϐ	207 144
U+03D1	ϑ	207 145
U+03D2	ϒ	207 146
U+03D3	ϓ	207 147
U+03D4	ϔ	207 148
U+03D5	ϕ	207 149
U+03D6	ϖ	207 150
U+03D7	ϗ	207 151
U+03D8	Ϙ	207 152
U+03D9	ϙ	207 153
U+03DA	Ϛ	207 154
U+03DB	ϛ	207 155
U+03DC	Ϝ	207 156
U+03DD	ϝ	207 157
U+03DE	Ϟ	207 158
U+03DF	ϟ	207 159
U+03E0	Ϡ	207 160
U+03E1	ϡ	207 161
U+03E2	Ϣ	207 162
U+03E3	ϣ	207 163
U+03E4	Ϥ	207 164
U+03E5	ϥ	207 165
U+03E6	Ϧ	207 166
U+03E7	ϧ	207 167
U+03E8	Ϩ	207 168
U+03E9	ϩ	207 169
U+03EA	Ϫ	207 170
U+03EB	ϫ	207 171
U+03EC	Ϭ	207 172
U+03ED	ϭ	207 173
U+03EE	Ϯ	207 174
U+03EF	ϯ	207 175
U+03F0	ϰ	207 176
U+03F1	ϱ	207 177
U+03F2	ϲ	207 178
U+03F3	ϳ	207 179
U+03F4	ϴ	207 180
U+03F5	ϵ	207 181
U+03F6	϶	207 182
U+03F7	Ϸ	207 183
U+03F8	ϸ	207 184
U+03F9	Ϲ	207 185
U+03FA	Ϻ	207 186
U+03FB	ϻ	207 187
U+03FC	ϼ	207 188
U+03FD	Ͻ	207 189
U+03FE	Ͼ	207 190
U+03FF	Ͽ	207 191
